iter	Passed	Remaining
232	3202	5043
233	3214	5027
234	3225	5010
235	3238	4995
236	3250	4979
237	3262	4962
238	3275	4946
239	3287	4931
240	3299	4915
241	3313	4901
242	3325	4885
243	3338	4870
244	3350	4854
245	3361	4837
246	3373	4821
247	3385	4805
248	3398	4790
249	3410	4774
250	3422	4758
251	3434	4743
252	3445	4725
253	3457	4709
254	3469	4694
255	3482	4679
256	3494	4664
257	3506	4648
258	3520	4634
259	3532	4619
260	3544	4604
261	3556	4587
262	3567	4571
263	3579	4556
264	3592	4541
265	3605	4526
266	3617	4511
267	3629	4496
268	3642	4481
269	3656	4468
270	3675	4461
271	3694	4455
272	3714	4449
273	3735	4444
274	3757	4441
275	3779	4436
276	3802	4433
277	3823	4429
278	3845	4424
279	3869	4422
280	3890	4417
281	3912	4412
282	3934	4407
283	3957	4402
284	3977	4396
285	4002	4393
286	4024	4388
287	4047	4384
288	4070	4380
289	4095	4377
290	4116	4371
291	4138	4365
292	4161	4360
293	4183	4354
294	4206	4348
295	4230	4344
296	4252	4338
297	4274	4331
298	4298	4326
299	4319	4319
300	4343	4314
301	4366	4308
302	4388	4301
303	4410	4294
304	4432	4287
305	4454	4279
306	4477	4273
307	4499	4266
308	4522	4259
309	4545	4251
310	4568	4245
311	4589	4236
312	4611	4228
313	4633	4219
314	4656	4212
315	4675	4202
316	4695	4192
317	4716	4182
318	4739	4175
319	4761	4165
320	4781	4155
321	4801	4145
322	4822	4135
323	4844	4126
324	4866	4117
325	4890	4110
326	4913	4101
327	4934	4091
328	4955	4082
329	4977	4072
330	5001	4064
331	5023	4055
332	5047	4047
333	5069	4037
334	5089	4026
335	5110	4015
336	5131	4004
337	5153	3994
338	5175	3984
339	5196	3973
340	5217	3963
341	5240	3953
342	5261	3942
343	5284	3932
344	5305	3921
345	5329	3912
346	5351	3901
347	5372	3890
348	5392	3878
349	5415	3867
350	5438	3857
351	5461	3847
352	5481	3835
353	5504	3825
354	5526	3814
355	5550	3804
356	5573	3794
357	5596	3783
358	5618	3771
359	5643	3762
360	5667	3752
361	5687	3739
362	5709	3727
363	5728	3714
364	5748	3701
365	5771	3689
366	5791	3676
367	5812	3664
368	5832	3651
369	5856	3640
370	5880	3629
371	5901	3617
372	5924	3605
373	5946	3593
374	5970	3582
375	5991	3569
376	6013	3556
377	6032	3542
378	6052	3529
379	6072	3515
380	6092	3502
381	6114	3489
382	6136	3476
383	6159	3464
384	6181	3451
385	6203	3439
386	6229	3428
387	6253	3416
388	6273	3402
389	6294	3389
390	6317	3376
391	6340	3364
392	6364	3352
393	6387	3339
394	6411	3327
395	6433	3314
396	6454	3300
397	6474	3286
398	6496	3272
399	6518	3259
400	6541	3246
401	6562	3232
402	6584	3218
403	6608	3206
404	6630	3192
405	6656	3180
406	6680	3167
407	6701	3153
408	6723	3139
409	6745	3126
410	6770	3113
411	6791	3099
412	6814	3085
413	6836	3071
414	6859	3057
415	6879	3042
416	6900	3028
417	6922	3013
418	6944	2999
419	6968	2986
420	6989	2971
421	7011	2957
422	7036	2944
423	7059	2930
424	7081	2915
425	7105	2902
426	7129	2888
427	7155	2875
428	7177	2860
429	7200	2846
430	7222	2831
431	7243	2816
432	7263	2801
433	7283	2785
434	7302	2770
435	7324	2755
436	7345	2740
437	7369	2725
438	7391	2710
439	7412	2695
440	7432	2679
441	7454	2664
442	7475	2649
443	7494	2633
444	7516	2618
445	7536	2602
446	7557	2586
447	7579	2571
448	7602	2556
449	7629	2543
450	7650	2527
451	7672	2512
452	7692	2496
453	7711	2480
454	7734	2464
455	7755	2449
456	7776	2433
457	7798	2417
458	7820	2402
459	7842	2386
460	7864	2371
461	7886	2355
462	7908	2340
463	7929	2324
464	7950	2308
465	7971	2292
466	7991	2276
467	8014	2260
468	8034	2244
469	8056	2228
470	8077	2212
471	8096	2195
472	8117	2179
473	8136	2162
474	8158	2146
475	8179	2130
476	8200	2114
477	8217	2097
478	8235	2080
479	8253	2063
480	8273	2046
481	8295	2030
482	8317	2014
483	8336	1998
484	8355	1981
485	8375	1964
486	8395	1947
487	8418	1932
488	8441	1916
489	8461	1899
490	8483	1883
491	8506	1867
492	8529	1851
493	8552	1835
494	8574	1818
495	8597	1802
496	8619	1786
497	8646	1770
498	8669	1754
499	8690	1738
500	8709	1721
501	8730	1704
502	8750	1687
503	8771	1670
504	8791	1653
505	8811	1636
506	8830	1619
507	8853	1603
508	8876	1586
509	8899	1570
510	8922	1554
511	8947	1537
512	8969	1521
513	8991	1504
514	9012	1487
515	9034	1470
516	9053	1453
517	9072	1436
518	9090	1418
519	9113	1402
520	9137	1385
521	9158	1368
522	9176	1351
523	9201	1334
524	9223	1317
525	9246	1300
526	9269	1284
527	9292	1267
528	9316	1250
529	9339	1233
530	9364	1216
531	9388	1200
532	9410	1182
533	9431	1165
534	9453	1148
535	9478	1131
536	9501	1114
537	9523	1097
538	9545	1080
539	9568	1063
540	9590	1045
541	9614	1028
542	9638	1011
543	9661	994
544	9682	977
545	9705	959
546	9727	942
547	9749	925
548	9771	907
549	9794	890
550	9818	873
551	9840	855
552	9862	838
553	9884	820
554	9908	803
555	9931	785
556	9957	768
557	9980	751
558	10002	733
559	10025	716
560	10048	698
561	10072	681
562	10095	663
563	10115	645
564	10134	627
565	10155	610
566	10178	592
567	10200	574
568	10221	556
569	10239	538
570	10259	521
571	10281	503
572	10304	485
573	10327	467
574	10348	449
575	10371	432
576	10394	414
577	10417	396
578	10442	378
579	10463	360
580	10485	342
581	10509	325
582	10533	307
583	10554	289
584	10576	271
585	10598	253
586	10621	235
587	10644	217
588	10665	199
589	10686	181
590	10705	163
591	10726	144
592	10746	126
593	10767	108
594	10789	90
595	10810	72
596	10832	54
597	10855	36
598	10878	18
599	10901	0
